首封时间段,样本数,第二日开盘收益均值,第二日最高收益均值,第二日最低收益均值,第二日收盘收益均值,第三日收益均值,第二日收盘上涨概率,连板概率
09:25-09:30,66,5.605100192123743,8.189775049016527,0.9352876852449119,5.240431231440492,7.192115534039507,77.27272727272727,65.15151515151516
09:30-10:00,438,2.0300783307952517,5.8125006907367,-2.0671902360567067,2.004855783070285,2.5288559124513443,59.817351598173516,28.08219178082192
10:00-11:30,317,1.4780777074257014,5.457654391919706,-1.8780622419096966,2.1453301683367814,2.727760732235027,60.56782334384858,20.50473186119874
13:00-14:00,179,1.3065024063870947,5.1726090563824005,-2.2254159782502407,1.3954417855021783,2.324802391429968,59.217877094972074,18.994413407821227
14:00-15:00,76,0.6128780443867234,4.690975221322303,-3.175624559319253,0.08726794945085184,-1.2769762397735416,48.68421052631579,11.842105263157894
